run_at,signal_date,manual_action_date,ts_code,stock_name,action,suggested_shares,reference_close,sma,cash_before_signal,portfolio_value,status,reason,manual_checklist
2026-06-27 16:03:35,2024-08-30,next trading day,600519.SH,贵州茅台,WAIT,0,1443.19,1419.027,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-09-24,next trading day,600519.SH,贵州茅台,WAIT,0,1372.6,1363.3795,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-09-25,next trading day,600519.SH,贵州茅台,WAIT,0,1399.0,1362.7295,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-09-26,next trading day,600519.SH,贵州茅台,WAIT,0,1529.0,1368.976,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-09-27,next trading day,600519.SH,贵州茅台,WAIT,0,1629.2,1380.986,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-09-30,next trading day,600519.SH,贵州茅台,WAIT,0,1748.0,1397.721,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-10-08,next trading day,600519.SH,贵州茅台,WAIT,0,1723.0,1411.7115,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-10-09,next trading day,600519.SH,贵州茅台,WAIT,0,1595.15,1421.719,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-10-10,next trading day,600519.SH,贵州茅台,WAIT,0,1640.0,1433.219,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-10-11,next trading day,600519.SH,贵州茅台,WAIT,0,1604.99,1443.4685,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-10-14,next trading day,600519.SH,贵州茅台,WAIT,0,1601.99,1453.324,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-10-15,next trading day,600519.SH,贵州茅台,WAIT,0,1554.25,1461.1365,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-10-16,next trading day,600519.SH,贵州茅台,WAIT,0,1522.5,1468.5115,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
2026-06-27 16:03:35,2024-10-17,next trading day,600519.SH,贵州茅台,WAIT,0,1494.6,1474.3415,100000.0,100000.0,watch_only,"Buy signal, but available cash is not enough for one lot.",1. Open broker paper account; 2. Confirm code/action/shares; 3. Enter order manually; 4. Mark result in your trading journal.
